TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,0.00872115,0.00663359,0.00593364,0.00794705,0.0160415,0.0438552,0.0192955,0.00476473,0.0040876,0.000746473,0.000418505,0.000492299,0.00345936,0.00600278,0.00589077,0.010592,0.0281369,0.0409912,0.0358425,0.0198344,0.0172431,0.03049,0.0138298,0.00571027,0.00353839,0.00678269,0.00233993,0.00044873,0.00144168,0.00151734,0.00369578,0.00952145,0.0159541,0.0201574,0.0243863,0.0109215,0.0179236,0.035406,0.0394898,0.0336215,0.022269,0.00726565,0.00152067,0.00150121,0.00590902,0.00885759,0.00878727,0.00483069,0.00545888,0.00851947,0.0144635,0.0443373,0.0874536,0.0956938,0.0238383,0.00246852,0.00122475,0.00382377,0.00636423,0.0275986,0.0200755,0.0041366,0.000715464,0.00197983,0.0083419,0.0195007,0.019456,0.0132758,0.0163719,0.0225792,0.0565511,0.0347411,0.011745,0.015632,0.0128394,0.0027746,4.97465e-05,5.65177e-06,0.00378682,0.00429237,0.00221209
1.486077098,0.0090714,0.00681613,0.0060138,0.00799808,0.0160415,0.0438552,0.0206206,0.0108908,0.0089193,0.00295502,0.000812509,0.000492299,0.00345936,0.00634958,0.00737989,0.0126205,0.0332344,0.0464905,0.0378436,0.0201424,0.0173334,0.0304974,0.0139761,0.00854277,0.0143574,0.0161197,0.00670852,0.00133991,0.00149227,0.00151734,0.00369978,0.00958252,0.0159963,0.0206061,0.0260027,0.0123088,0.0186299,0.0357183,0.0395515,0.0338005,0.0236053,0.00993252,0.00218168,0.00150689,0.0059096,0.00885777,0.00878727,0.00486276,0.0059298,0.0104647,0.0184666,0.0491987,0.0900593,0.097358,0.0245596,0.00261791,0.00123255,0.00382377,0.00636427,0.0276033,0.0200978,0.00419203,0.000719341,0.00197983,0.0083419,0.0197121,0.0203854,0.015163,0.0190756,0.024091,0.0573074,0.0350489,0.0117839,0.015634,0.0128438,0.00278759,7.24254e-05,7.69559e-06,0.00378794,0.00430013,0.00221589
2.972154195,0.0090714,0.00681613,0.0060138,0.00799808,0.0160415,0.0445808,0.0251665,0.0169321,0.00905847,0.00295502,0.000812509,0.000492299,0.00403277,0.0107275,0.0195276,0.0272135,0.0368732,0.0480747,0.0379143,0.0202162,0.0176134,0.0309157,0.0139761,0.0192828,0.0591767,0.0415398,0.0125372,0.00201286,0.0015324,0.00151734,0.00646094,0.0153579,0.0207062,0.0219747,0.0261303,0.0123088,0.0186299,0.0357183,0.0395515,0.0340111,0.025322,0.0146092,0.00738328,0.00150689,0.0059096,0.0089582,0.0089634,0.0048797,0.0059298,0.0104647,0.022182,0.0703723,0.11675,0.128103,0.033512,0.00323327,0.00206902,0.01015,0.0307332,0.0770332,0.0401394,0.00648567,0.000719341,0.00197983,0.00836475,0.0209576,0.0207083,0.0151717,0.0190756,0.024091,0.0573074,0.0350489,0.0117839,0.0156525,0.0128438,0.00278759,7.24254e-05,7.69559e-06,0.00534778,0.0142681,0.0162222
4.458231293,0.0090714,0.00681613,0.0060138,0.00804019,0.0164788,0.0448299,0.0251665,0.0175076,0.0182609,0.0347989,0.0217465,0.000719256,0.00681874,0.0165297,0.0221068,0.0272369,0.0393614,0.0596753,0.0530287,0.0325881,0.0235429,0.0321092,0.0142777,0.0203869,0.0597387,0.0415398,0.0154743,0.00598901,0.00339465,0.00187132,0.00646094,0.0153579,0.0208767,0.0226062,0.0261303,0.0123088,0.0186299,0.0357183,0.0395515,0.0340111,0.0262409,0.0197499,0.0140348,0.00170069,0.00594501,0.00902408,0.00989768,0.00824097,0.0112905,0.0126755,0.0233472,0.0738311,0.119756,0.128476,0.0335153,0.00323327,0.00323119,0.0225325,0.0408639,0.0788875,0.0402345,0.00700329,0.00103971,0.00205971,0.00836475,0.0209576,0.0207083,0.0151717,0.0190756,0.024091,0.0573074,0.0350489,0.0117839,0.0156525,0.0131105,0.00478879,0.0053382,0.00561334,0.00534778,0.0142681,0.0162222
5.944308390,0.0090714,0.00681613,0.0060138,0.00827967,0.0164788,0.0448299,0.0251665,0.0175076,0.0182609,0.0348986,0.0284083,0.024478,0.0301507,0.0195243,0.0221068,0.0272369,0.0393614,0.0597247,0.0754401,0.107848,0.0946525,0.0502476,0.0180218,0.0211008,0.0597387,0.0415398,0.0232327,0.015935,0.00762788,0.00394278,0.00677781,0.0154893,0.0208767,0.0226062,0.0261303,0.0123088,0.0186513,0.0360378,0.0395515,0.0340111,0.0262409,0.0197499,0.0142032,0.00423214,0.0119584,0.0173092,0.0157429,0.010128,0.0112905,0.0126755,0.0233472,0.0761823,0.137324,0.166879,0.0639902,0.0135039,0.00366366,0.0225325,0.0408639,0.0795832,0.0514849,0.0233619,0.0069428,0.00395778,0.00836475,0.0209576,0.0207083,0.0152216,0.019086,0.024091,0.0576241,0.0352659,0.0117839,0.0156525,0.0131105,0.00505775,0.00662637,0.0158644,0.0254801,0.0246009,0.0162222
7.430385488,0.0092182,0.00692442,0.00677734,0.00907587,0.0185784,0.048824,0.0321513,0.0209385,0.0185419,0.0351312,0.0305931,0.0290141,0.0317339,0.0195243,0.0229228,0.029408,0.0399431,0.0597247,0.0754401,0.107848,0.0953438,0.0570032,0.0336097,0.0299657,0.0611749,0.0415398,0.0232327,0.015935,0.00762788,0.00394278,0.00677781,0.0158629,0.0225605,0.024043,0.0261401,0.0123088,0.0186513,0.0363543,0.0432289,0.0462955,0.0390627,0.0233565,0.0142275,0.00423214,0.0203136,0.0382391,0.019972,0.0103201,0.0112905,0.0126755,0.0267622,0.0927359,0.170613,0.192262,0.06971,0.0138888,0.00366366,0.0225325,0.0422361,0.0828895,0.0549818,0.0238134,0.0069428,0.00395778,0.00836475,0.0209576,0.0207083,0.0152216,0.019086,0.024091,0.0576241,0.0352659,0.0117839,0.0156525,0.0131105,0.00505775,0.00662637,0.0164725,0.0362786,0.0441175,0.0204361
8.916462585,0.00953823,0.00820813,0.00772485,0.0092771,0.0187383,0.0509754,0.0360361,0.0232569,0.0189483,0.0351329,0.0305931,0.0290141,0.03204,0.0197899,0.022983,0.0294091,0.0399431,0.05974,0.0755235,0.107967,0.0953806,0.0570601,0.0346074,0.0335854,0.0645583,0.0424058,0.0232363,0.015935,0.00762804,0.00398271,0.00684137,0.0159759,0.023196,0.0249085,0.0273484,0.0133803,0.0189369,0.0363554,0.0432289,0.0462955,0.0390627,0.0233565,0.0142275,0.00423214,0.0203136,0.0382391,0.0199812,0.0103552,0.0114108,0.0131041,0.027679,0.0932721,0.170939,0.192538,0.0697712,0.0138898,0.00381879,0.0230706,0.0427065,0.0829871,0.0550214,0.0240589,0.00711018,0.00398761,0.00836475,0.0209859,0.0208168,0.0157268,0.0208403,0.0260539,0.0586714,0.0354818,0.0117839,0.0157132,0.0134802,0.00567614,0.00682661,0.0165033,0.0362917,0.0441175,0.0204361
10.402539683,0.00965794,0.0083746,0.007894,0.0096546,0.0192998,0.0513632,0.036132,0.0232779,0.0189603,0.0351337,0.0306048,0.029233,0.0326597,0.0212294,0.025496,0.0313293,0.0403666,0.059986,0.0756951,0.108181,0.0957474,0.0574891,0.0348278,0.0336207,0.0645706,0.0424121,0.0232363,0.015935,0.00763082,0.00466327,0.00885963,0.0182896,0.0243531,0.0250485,0.0273931,0.0134649,0.0191336,0.0368752,0.0435451,0.0468966,0.0395177,0.0233668,0.0142398,0.00439981,0.020485,0.0384696,0.0208648,0.0120002,0.0128925,0.0136994,0.0277252,0.0933043,0.170989,0.192582,0.0698177,0.0139349,0.00382587,0.023099,0.0431739,0.0845211,0.0561888,0.0242316,0.00716984,0.00528319,0.0105124,0.0218448,0.0210308,0.0157756,0.0208935,0.0261162,0.0587303,0.0354959,0.0117839,0.0157132,0.0134802,0.00567614,0.00682661,0.0165033,0.0362917,0.0441178,0.0205044
11.888616780,0.0101175,0.00854676,0.00792829,0.00966067,0.0192998,0.0513632,0.036132,0.0232779,0.0189603,0.0351337,0.0306048,0.0292345,0.0326734,0.0212658,0.025582,0.0316337,0.0408697,0.060472,0.0761431,0.108564,0.0958654,0.0574891,0.0348278,0.0336207,0.0645706,0.0424121,0.0232363,0.015935,0.00763172,0.00466807,0.00886419,0.0183499,0.0247037,0.0256301,0.0280461,0.0142384,0.0201059,0.0375921,0.0436761,0.0469003,0.0395177,0.0233668,0.0142398,0.00439981,0.020485,0.0384696,0.0208648,0.012004,0.0129354,0.0138717,0.0280618,0.0941206,0.172533,0.19416,0.0706573,0.0141037,0.00385808,0.0231023,0.0431739,0.0845211,0.0561888,0.0242316,0.00716984,0.00528319,0.0105126,0.0218517,0.021134,0.0163352,0.0223776,0.0283605,0.060687,0.0364232,0.0119366,0.0157286,0.0134809,0.00567614,0.00682661,0.0165033,0.0362917,0.0441178,0.0205044
13.374693878,0.0081428,0.00836284,0.00792833,0.00966086,0.0188836,0.0193519,0.0218326,0.0221798,0.0170631,0.0351339,0.0306054,0.0289394,0.0293246,0.0159396,0.0221687,0.0300801,0.0407301,0.0605072,0.0761175,0.10854,0.095835,0.0533509,0.0319559,0.0336207,0.064509,0.0376804,0.0211781,0.0159336,0.00721408,0.00397553,0.00859118,0.0181063,0.0234442,0.0225619,0.0244126,0.0136983,0.0201073,0.0375921,0.0436761,0.0453267,0.0293628,0.0191943,0.0138152,0.00439981,0.0204852,0.0384702,0.0207077,0.0108307,0.0115854,0.0135397,0.0253361,0.0850248,0.167845,0.193623,0.0706593,0.014104,0.00383548,0.0230379,0.0431639,0.0842884,0.0545877,0.0237052,0.00716984,0.00528319,0.0105126,0.0218555,0.0150172,0.015135,0.0215954,0.0283525,0.0607445,0.03643,0.0118716,0.0150786,0.0129147,0.00567614,0.00682661,0.0165033,0.0325075,0.0402271,0.0198397
