TIME,30.2419,30.5707,30.9066,31.25,31.6011,31.9602,32.3276,32.7035,33.0882,33.4821,33.8855,34.2988,34.7222,35.1562,35.6013,36.0577,36.526,37.0066,37.5,38.0068,38.5274,39.0625,39.6127,40.1786,40.7609,41.3603,41.9776,42.6136,43.2692,43.9453,44.6429,45.3629,46.1066,46.875,47.6695,48.4914,49.3421,50.2232,51.1364,52.0833,53.066,54.0865,55.1471,56.25,57.398,58.5937,59.8404,61.1413,62.5,63.9205,65.407,66.9643,68.5976,70.3125,72.1154,74.0132,76.0135,78.125,80.3571,82.7206,85.2273,87.8906,90.7258,93.75,96.9828,100.446,104.167,108.173,112.5,117.187,122.283,127.841,133.929,140.625,148.026,156.25,165.441,175.781,187.5,200.893,216.346,234.375,255.682,281.25,312.5,351.562,401.786,468.75
0.000000000,3.6354e-05,8.90173e-05,6.08198e-05,1.07579e-05,1.69135e-05,7.37927e-05,6.15704e-05,8.21451e-06,7.81606e-06,8.18991e-06,7.43545e-06,1.0587e-05,1.25749e-05,3.32359e-05,3.1335e-05,1.34671e-05,3.25026e-05,3.43016e-05,1.72628e-05,1.22433e-05,3.65125e-05,3.29947e-05,1.09027e-05,8.38742e-06,1.10828e-05,9.41259e-06,1.00919e-05,2.47616e-05,6.87511e-05,6.97492e-05,2.30344e-05,6.87279e-06,6.82705e-06,8.68682e-06,1.29903e-05,3.22087e-05,4.84688e-05,3.63673e-05,1.65471e-05,1.197e-05,1.66353e-05,1.5199e-05,1.13544e-05,9.49477e-06,1.09342e-05,2.79606e-05,2.3857e-05,9.03259e-06,1.10549e-05,2.79698e-05,2.20088e-05,7.43497e-06,1.16787e-05,1.30084e-05,9.78323e-06,7.48192e-06,9.27517e-06,3.49195e-05,3.05955e-05,1.10047e-05,2.27041e-05,1.73566e-05,1.01851e-05,1.50368e-05,1.57324e-05,7.40426e-06,1.26762e-05,1.46043e-05,9.32748e-06,8.38703e-06,9.51664e-06,8.91823e-06,9.75614e-06,8.61614e-06,7.544e-06,7.46688e-06,8.15493e-06,1.0361e-05,8.17039e-06,6.20484e-06,1.04064e-05,8.95123e-06,7.46709e-06,8.31702e-06,9.08288e-06,1.19951e-05,9.16702e-06,5.31313e-06
1.365333333,3.84069e-05,9.07687e-05,6.19194e-05,1.22942e-05,1.72172e-05,7.49753e-05,6.36724e-05,1.0027e-05,9.38467e-06,1.0204e-05,1.16182e-05,1.15326e-05,1.37171e-05,3.36697e-05,3.46134e-05,1.4982e-05,3.46135e-05,3.54846e-05,1.96881e-05,1.37194e-05,3.7284e-05,3.41458e-05,1.30382e-05,1.02221e-05,1.22752e-05,1.09325e-05,1.12223e-05,2.62787e-05,6.9673e-05,7.25496e-05,2.51837e-05,8.14847e-06,8.99417e-06,9.55026e-06,1.34659e-05,3.29517e-05,5.1059e-05,3.7766e-05,1.87982e-05,1.32253e-05,1.90434e-05,1.74797e-05,1.25745e-05,1.01348e-05,1.21183e-05,2.946e-05,2.42261e-05,9.61419e-06,1.26601e-05,3.0346e-05,2.55272e-05,9.29269e-06,1.31986e-05,1.39015e-05,1.15089e-05,8.99162e-06,1.00793e-05,3.6127e-05,3.33699e-05,1.22518e-05,2.40379e-05,1.90598e-05,1.15397e-05,1.78617e-05,1.85543e-05,9.727e-06,1.3316e-05,1.53054e-05,1.0887e-05,9.78268e-06,1.20522e-05,1.1881e-05,1.28878e-05,1.08648e-05,8.17084e-06,8.08943e-06,8.48752e-06,1.14375e-05,1.07429e-05,1.05909e-05,1.29878e-05,1.0072e-05,8.29088e-06,9.71523e-06,1.17399e-05,1.40017e-05,1.11986e-05,6.03182e-06
2.730666667,4.16586e-05,9.35614e-05,6.39739e-05,1.41761e-05,1.77953e-05,7.5888e-05,6.45032e-05,1.11332e-05,1.04188e-05,1.19969e-05,1.42978e-05,1.37026e-05,1.49558e-05,3.43895e-05,3.5298e-05,1.62855e-05,3.50129e-05,3.71672e-05,2.15023e-05,1.53787e-05,3.91255e-05,3.49303e-05,1.42954e-05,1.08391e-05,1.30678e-05,1.1692e-05,1.24714e-05,2.85181e-05,7.0991e-05,7.34136e-05,2.61965e-05,9.35016e-06,1.11862e-05,1.16048e-05,1.46482e-05,3.4668e-05,5.2364e-05,3.88055e-05,1.95387e-05,1.49713e-05,2.02545e-05,1.93741e-05,1.42093e-05,1.16232e-05,1.27905e-05,3.05965e-05,2.55312e-05,1.00614e-05,1.36735e-05,3.12302e-05,2.75201e-05,1.09636e-05,1.46888e-05,1.47114e-05,1.32192e-05,1.04009e-05,1.03746e-05,3.78422e-05,3.50279e-05,1.32725e-05,2.4776e-05,2.1015e-05,1.29193e-05,1.91171e-05,1.93884e-05,1.04426e-05,1.37915e-05,1.7207e-05,1.1567e-05,1.09402e-05,1.33087e-05,1.39324e-05,1.37526e-05,1.23802e-05,9.55557e-06,9.19512e-06,9.48318e-06,1.33505e-05,1.21547e-05,1.12842e-05,1.41691e-05,1.06436e-05,9.59532e-06,1.08547e-05,1.3384e-05,1.54133e-05,1.26293e-05,7.46574e-06
4.096000000,4.45821e-05,9.50148e-05,6.4241e-05,1.46147e-05,2.02001e-05,7.75741e-05,6.6691e-05,1.15012e-05,1.12593e-05,1.27138e-05,1.54881e-05,1.42992e-05,1.71135e-05,3.63e-05,3.78326e-05,1.66349e-05,3.65807e-05,3.91347e-05,2.31158e-05,1.74891e-05,3.93946e-05,3.6468e-05,1.5758e-05,1.22812e-05,1.35434e-05,1.30017e-05,1.59412e-05,3.00026e-05,7.14272e-05,7.50522e-05,2.73701e-05,1.14366e-05,1.1596e-05,1.34829e-05,1.56251e-05,3.65373e-05,5.46995e-05,4.04782e-05,1.98397e-05,1.67338e-05,2.06085e-05,2.06486e-05,1.52671e-05,1.5758e-05,1.4837e-05,3.1759e-05,2.73311e-05,1.04526e-05,1.39204e-05,3.22178e-05,2.88494e-05,1.12747e-05,1.56584e-05,1.83722e-05,1.60471e-05,1.10569e-05,1.24241e-05,3.85703e-05,3.58969e-05,1.4045e-05,2.70279e-05,2.31708e-05,1.47789e-05,2.15813e-05,1.96828e-05,1.1406e-05,1.56851e-05,1.78183e-05,1.23742e-05,1.24542e-05,1.67487e-05,1.47682e-05,1.42777e-05,1.38956e-05,1.09216e-05,9.8174e-06,1.08674e-05,1.44945e-05,1.30416e-05,1.19429e-05,1.62521e-05,1.16963e-05,1.02289e-05,1.21871e-05,1.4058e-05,1.64458e-05,1.43851e-05,9.28581e-06
5.461333333,4.58128e-05,9.62985e-05,6.49315e-05,1.62674e-05,2.15771e-05,7.96894e-05,7.03396e-05,1.38986e-05,1.23706e-05,1.38855e-05,1.62675e-05,1.52166e-05,2.00111e-05,3.92312e-05,3.94209e-05,1.83123e-05,3.85791e-05,4.09188e-05,2.39869e-05,1.88231e-05,4.14163e-05,3.72972e-05,1.86222e-05,1.79062e-05,1.60048e-05,1.30633e-05,1.60823e-05,3.18609e-05,7.43911e-05,7.67733e-05,2.76605e-05,1.20184e-05,1.27066e-05,1.66151e-05,1.85835e-05,3.8576e-05,5.69141e-05,4.07878e-05,1.99871e-05,1.95838e-05,2.57809e-05,2.13563e-05,1.6017e-05,1.61675e-05,1.60145e-05,3.38862e-05,2.91869e-05,1.12006e-05,1.46265e-05,3.5857e-05,3.27054e-05,1.38195e-05,1.85239e-05,2.11557e-05,1.8184e-05,1.14907e-05,1.31663e-05,3.99358e-05,3.77786e-05,1.66894e-05,2.80063e-05,2.41008e-05,1.63386e-05,2.42824e-05,2.14322e-05,1.28659e-05,2.10997e-05,2.06364e-05,1.29642e-05,1.34643e-05,1.80463e-05,1.54271e-05,1.50987e-05,1.41118e-05,1.14289e-05,1.16117e-05,1.76559e-05,1.64189e-05,1.3719e-05,1.38313e-05,1.76682e-05,1.34709e-05,1.1469e-05,1.56335e-05,1.60565e-05,1.78998e-05,1.66694e-05,1.04789e-05
6.826666667,4.61638e-05,9.75623e-05,6.67954e-05,1.72933e-05,2.20192e-05,8.01748e-05,7.05885e-05,1.40474e-05,1.34278e-05,1.55503e-05,1.73269e-05,1.57262e-05,2.0515e-05,4.04504e-05,4.11438e-05,1.92063e-05,3.88384e-05,4.17727e-05,2.50577e-05,2.05919e-05,4.30204e-05,3.9165e-05,1.98024e-05,1.89035e-05,1.75476e-05,1.53928e-05,1.72833e-05,3.28869e-05,7.50629e-05,7.74294e-05,2.81711e-05,1.23948e-05,1.3473e-05,1.72311e-05,1.9423e-05,3.98041e-05,5.86585e-05,4.20935e-05,2.08444e-05,2.07593e-05,2.73781e-05,2.27639e-05,1.70128e-05,1.67398e-05,1.7419e-05,3.52851e-05,3.08089e-05,1.19985e-05,1.54056e-05,3.69804e-05,3.40247e-05,1.46009e-05,1.98909e-05,2.21855e-05,1.83952e-05,1.19604e-05,1.44519e-05,4.16718e-05,3.8674e-05,1.72908e-05,2.86217e-05,2.51796e-05,1.87235e-05,2.58479e-05,2.18001e-05,1.45204e-05,2.26423e-05,2.17843e-05,1.5303e-05,1.54635e-05,1.95691e-05,1.66211e-05,1.61303e-05,1.56115e-05,1.30045e-05,1.22248e-05,1.88554e-05,1.78539e-05,1.41911e-05,1.41278e-05,1.88812e-05,1.62359e-05,1.44672e-05,1.71592e-05,1.62866e-05,1.8209e-05,1.71107e-05,1.23308e-05
8.192000000,4.65994e-05,9.79336e-05,6.73665e-05,1.79414e-05,2.26399e-05,8.05534e-05,7.11636e-05,1.44942e-05,1.38242e-05,1.6302e-05,1.77325e-05,1.63235e-05,2.10101e-05,4.1725e-05,4.20574e-05,1.99136e-05,3.93138e-05,4.26554e-05,2.57225e-05,2.1389e-05,4.35592e-05,3.9656e-05,2.03445e-05,1.95597e-05,1.80409e-05,1.60202e-05,1.81832e-05,3.36222e-05,7.56767e-05,7.87495e-05,2.95491e-05,1.28643e-05,1.37801e-05,1.80537e-05,2.02987e-05,4.04226e-05,5.90251e-05,4.26882e-05,2.14467e-05,2.14103e-05,2.7969e-05,2.39539e-05,1.86701e-05,1.74856e-05,1.78359e-05,3.64146e-05,3.28045e-05,1.31201e-05,1.57908e-05,3.74068e-05,3.4621e-05,1.61879e-05,2.07754e-05,2.26028e-05,1.88688e-05,1.33276e-05,1.51631e-05,4.19668e-05,3.93403e-05,1.84473e-05,2.98061e-05,2.57849e-05,1.91627e-05,2.69248e-05,2.35938e-05,1.5616e-05,2.35249e-05,2.27518e-05,1.58854e-05,1.58992e-05,2.03975e-05,1.76593e-05,1.67218e-05,1.60451e-05,1.34923e-05,1.29809e-05,2.0018e-05,1.88737e-05,1.46426e-05,1.44094e-05,1.97888e-05,1.69542e-05,1.49016e-05,1.78264e-05,1.73069e-05,1.91236e-05,1.76926e-05,1.27681e-05
9.557333333,4.83822e-05,9.84612e-05,6.76544e-05,1.85386e-05,2.51336e-05,8.17849e-05,7.17958e-05,1.5064e-05,1.3976e-05,1.739e-05,1.95295e-05,1.7125e-05,2.14264e-05,4.21846e-05,4.32855e-05,2.03379e-05,4.04595e-05,4.29809e-05,2.58325e-05,2.17293e-05,4.46486e-05,4.06542e-05,2.06149e-05,2.07295e-05,1.94154e-05,1.79919e-05,1.83125e-05,3.40444e-05,7.63929e-05,7.98198e-05,2.99853e-05,1.35889e-05,1.43269e-05,1.82729e-05,2.07161e-05,4.08322e-05,5.98457e-05,4.31077e-05,2.18509e-05,2.18586e-05,2.83498e-05,2.41925e-05,1.89193e-05,1.8234e-05,1.80779e-05,3.64528e-05,3.28977e-05,1.35476e-05,1.61264e-05,3.79156e-05,3.52181e-05,1.63099e-05,2.10638e-05,2.33538e-05,1.92655e-05,1.40485e-05,1.58309e-05,4.24376e-05,3.97887e-05,1.91538e-05,3.02654e-05,2.60219e-05,1.99483e-05,2.7959e-05,2.42399e-05,1.5777e-05,2.37166e-05,2.42617e-05,1.76939e-05,1.66775e-05,2.05351e-05,1.82629e-05,1.77471e-05,1.66915e-05,1.43041e-05,1.37144e-05,2.00769e-05,1.91187e-05,1.48894e-05,1.50985e-05,1.98205e-05,1.7445e-05,1.54287e-05,1.82314e-05,1.7409e-05,1.91916e-05,1.83215e-05,1.3227e-05
10.922666667,4.87489e-05,9.89569e-05,6.80116e-05,1.99824e-05,2.54078e-05,8.23335e-05,7.21531e-05,1.58054e-05,1.46643e-05,1.77117e-05,2.04353e-05,1.7383e-05,2.20142e-05,4.25472e-05,4.39668e-05,2.06074e-05,4.09077e-05,4.52914e-05,2.72395e-05,2.22352e-05,4.55494e-05,4.19527e-05,2.11923e-05,2.09802e-05,1.96994e-05,1.97249e-05,1.94091e-05,3.44648e-05,7.66306e-05,8.11887e-05,3.05139e-05,1.46369e-05,1.61503e-05,2.01598e-05,2.17942e-05,4.13251e-05,6.02892e-05,4.45916e-05,2.2907e-05,2.22251e-05,3.00044e-05,2.47365e-05,1.95342e-05,1.87124e-05,1.89416e-05,3.86469e-05,3.40383e-05,1.43065e-05,1.70225e-05,3.98944e-05,3.63773e-05,1.69033e-05,2.14459e-05,2.3883e-05,2.25182e-05,1.47311e-05,1.61855e-05,4.33939e-05,4.10928e-05,1.96645e-05,3.17803e-05,2.65892e-05,2.01128e-05,2.87037e-05,2.50733e-05,1.69751e-05,2.47207e-05,2.45371e-05,1.7979e-05,1.94391e-05,2.10339e-05,1.85511e-05,1.79519e-05,1.77771e-05,1.56002e-05,1.43109e-05,2.06717e-05,1.99428e-05,1.67584e-05,1.53263e-05,2.00249e-05,1.79626e-05,1.59654e-05,1.84884e-05,1.79413e-05,1.94613e-05,1.93525e-05,1.40831e-05
